,identifier,Alignment ID,Average Mz,Average Rt(min),duplicate_flag,adduct_flag,isotope_flag,isotope_phr,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,SA1,SA2,SA3,SA4,SA5,SB1,SB2,SB3,SB4,SB5
1713,3.38_399.11,12801,399.1135,3.383,Match #1953: Possible duplicate of 3.31_399.11 (0.0%),,"Match #1080: 3.37_401.13 = [M+H+2] w/ R^2 = 0.044, dRT = 0.009, PHR = 3.852 +/- 1.106",3.8524789929316783,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,25.44,SB5,399.11349:1471515 400.11684:0 401.1202:2581296,,589229.4,728136.4,662346.2,837308.56,1016624.8,1244502.9,1094574.0,1136612.6,1008392.2,1471515.2
1714,3.38_199.09,2651,199.0870,3.384,,,,,C12H10N2O,[M+NH4]+,adduct linked to 2135_[M+H]+,1.0,False,3.38,199.0869,,,,,annotated by user-defined text library,True,True,False,,False,False,,,100.0,99.9,,,,2664.73,SB3,199.08704:283739488 200.09039:35277232 201.09375:1745740,,254194770.0,244440990.0,240550270.0,233344740.0,233659810.0,237963790.0,248408860.0,283739500.0,254485540.0,262217300.0
1715,3.39_262.18,5301,262.1799,3.387,,,,,Unknown,[M+H]+,,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,12.57,SA1,262.17993:3903056 263.18328:0 264.18664:0,,3903056.2,2081005.2,2274002.2,2436592.5,2897213.2,2308404.8,1502110.4,2205236.0,1502008.8,1648038.0
1716,3.39_199.14,2656,199.1376,3.387,,,Match #238,,Unknown,[M+H]+,similar chromatogram in higher mz_16192,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,10.61,SB3,199.13756:954797 200.14091:0 201.14427:0,,836064.7,759645.56,635587.25,611456.44,729709.6,623991.2,777553.44,954796.9,692179.1,808925.94
1717,3.39_313.18,8231,313.1771,3.389,Match #1336,,"Match #717: 3.39_315.19 = [M+H+2] w/ R^2 = 0.446, dRT = 0.003, PHR = 0.011 +/- 0.002",0.0105244877106411,C16H20N6O,[M+NH4]+,adduct linked to 7180_[M+H]+,0.7,False,3.43,313.17761,,,,,annotated by user-defined text library,True,True,False,,False,False,,,97.9,96.0,,,,1221.39,SB3,313.17715:62401040 314.1805:11688389 315.18386:911939,,47078480.0,41310588.0,41949900.0,40232224.0,41337656.0,48435932.0,47829036.0,62401040.0,52320804.0,61041552.0
1718,3.39_169.05,1781,169.0497,3.389,,,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,11.12,SB5,169.04967:862217 170.05302:0 171.05638:0,,490332.1,400634.56,588018.56,435150.84,620714.6,484300.2,564739.8,747541.1,399238.62,862216.8
1719,3.39_415.09,13599,415.0924,3.390,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,19.25,SA5,415.09235:1245591 416.0957:0 417.09906:1244512,,1013154.2,1160309.5,600067.9,1093847.9,1245591.2,1089647.0,942607.2,1173333.0,1057859.1,1027591.0
1720,3.39_383.12,11978,383.1176,3.392,,,"Match #1009: 3.37_386.14 = [M+H+3] w/ R^2 = 0.025, dRT = 0.019, PHR = 0.172 +/- 0.024",0.1722523888498388,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,200.59,SA3,383.11761:6595347 384.12096:1303385 385.12432:0,,6122135.5,6327699.0,6595347.0,5667341.5,6343370.0,6037918.0,6351724.5,6293617.0,6140806.0,6035672.5
1721,3.39_315.19,8347,315.1859,3.392,,,Match #710 | Match #717,,Unknown,[M+Na]+,adduct linked to 7013_[M+H]+,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,8.04,SB5,315.18585:562544 316.1892:5076066 317.19256:992936,,464070.3,329682.28,486480.28,414729.6,581962.3,495022.22,424160.47,664386.25,652565.0,562543.5
1722,3.39_804.29,23977,804.2914,3.393,Match #3229,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,77.64,SB4,804.29138:1634296 805.29473:300550 806.29809:0,,2143347.0,1231150.1,1446055.8,916367.1,1129218.4,1618060.6,1343205.5,1239260.2,1634295.9,6861554.5
1723,3.39_456.15,15594,456.1520,3.394,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,16.81,SA1,456.15204:602737 457.15539:0 458.15875:0,,602737.4,305023.97,445446.4,126507.58,405134.16,149459.12,567045.8,219320.77,411946.3,484822.66
1724,3.40_328.05,9007,328.0478,3.395,,,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,12.29,SB4,328.04785:389479 329.0512:0 330.05456:0,,343616.2,377886.6,231818.62,138634.69,335583.22,231343.05,325362.4,374862.06,389479.38,200551.81
1725,3.40_328.16,9030,328.1579,3.395,,,Match #763 | Match #776,,C16H25NO4S,[M+H]+,adduct linked to 10251_[M+Na]+,1.0,False,3.39,328.15828999999997,,,,,annotated by user-defined text library,True,True,False,,False,False,,,99.9,99.9,,,,4840.22,SB3,328.15787:182996624 329.16122:41314916 330.16458:11325438,,159639500.0,164315740.0,162523070.0,162540460.0,158600260.0,162311700.0,161139070.0,182996620.0,171809950.0,168694240.0
1726,3.40_296.14,7180,296.1401,3.396,,,Match #630,,C17H17N3O2,[M+H]+,adduct linked to 8231_[M+NH4]+,1.0,False,3.4,296.13971000000004,,,,,annotated by user-defined text library,True,True,False,,False,False,,,99.9,99.9,,,,5898.0,SB3,296.14014:193579152 297.14349:35612424 298.14685:3530802,,165180160.0,168050800.0,157657520.0,163213540.0,158096640.0,166271760.0,163099730.0,193579150.0,173668370.0,181766270.0
1727,3.40_404.21,13057,404.2086,3.396,,,,,Unknown,[M+Na]+,adduct linked to 11932_[M+H]+,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,56.44,SA3,404.20862:1682851 405.21197:0 406.21533:14065860,,1408415.0,1543024.0,1682850.8,1187126.6,1443500.9,891378.1,1260152.0,1464380.9,1375877.6,1249759.8
1728,3.40_128.11,798,128.1073,3.397,,,,,Unknown,[M+H]+,,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,6.65,SB3,128.10735:666682 129.1107:1156028 130.11406:0,,618153.8,317878.7,197152.02,318228.5,236660.45,371515.1,243994.38,666681.8,293603.16,318244.62
1729,3.40_272.23,5842,272.2334,3.397,Match #962: Possible duplicate of 3.44_272.23 (0.0%),,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,11.13,SB3,272.2334:3240308 273.23675:430070 274.24011:0,,1044887.7,2927321.2,2056501.9,1692010.0,2282102.8,2528606.5,2721658.2,3240308.2,2068379.4,2282146.0
1730,3.40_534.03,18981,534.0305,3.397,,,"Match #1569: 3.40_536.03 = [M+H+2] w/ R^2 = 0.979, dRT = 0.006, PHR = 0.790 +/- 0.084",0.7899884198067506,Unknown,[M+H]+,ion correlated with 5464; ion correlated with 5412,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,146.1,SA2,534.03052:3537346 535.03387:1180527 536.03723:2972152,,3146762.8,3537346.0,3032859.5,3155520.2,2926191.2,171414.69,0.0,0.0,108861.44,113413.12
1731,3.40_734.45,23254,734.4459,3.397,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,35.81,SB5,734.44586:734549 735.44921:295621 736.45257:0,,578867.44,617302.25,585558.56,442756.5,487326.03,530298.56,507690.88,602573.94,569914.06,734548.6
1732,3.40_283.52,6475,283.5232,3.398,,,,,Unknown,[M+H]+,ion correlated with 14272,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,64.24,SA2,283.52316:2032459 284.52651:1513630 285.52987:0,,1480008.5,2032458.8,1586239.6,1485650.1,1515580.6,0.0,113688.02,0.0,0.0,0.0
1733,3.40_202.04,2731,202.0443,3.398,,,Match #249,,w/o MS2:Thiabendazole; LC-ESI-QTOF; MS2; CE,[M+H]+,,0.7,False,,202.04335,C10H7N3S,Benzimidazoles,WJCNZQLZVWNLKY-UHFFFAOYSA-N,N1C2=CC=CC=C2N=C1C1=CSC=N1,530,True,True,False,,False,False,,,99.5,,,,,148.38,SB5,202.04431:6634390 203.04766:390911 204.05102:0,,6243906.5,6324905.5,5877344.0,5467605.0,5969821.5,5941411.0,5473868.5,6829427.5,5416607.0,6634390.5
1734,3.40_244.14,4435,244.1375,3.399,Match #726: Possible duplicate of 3.34_244.14 (0.0%),,,,Unknown,[M+2H]2+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,38.84,SA2,244.1375:2714027 245.14085:0 246.14421:0,,2280974.5,2714027.0,2598254.0,2546255.5,2709519.8,2004253.0,1677578.4,2380528.5,2297394.2,2074305.0
1735,3.40_278.06,6139,278.0616,3.399,,,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,48.21,SA4,278.06165:1033080 279.065:0 280.06836:0,,765849.3,1037177.4,844664.4,1033080.4,845609.2,935216.3,781276.8,994696.75,989232.56,960690.7
1736,3.40_538.02,19089,538.0249,3.399,,,,,Unknown,[M+H]+,,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,22.99,SA4,538.0249:557411 539.02825:0 540.03161:0,,543788.94,453266.62,413323.03,557410.7,412032.72,0.0,0.0,0.0,0.0,0.0
1737,3.40_266.03,5464,266.0278,3.400,,,Match #485,,Unknown,[M+2H]2+,ion correlated with 18981; ion correlated with 4465; ion correlated with 5412,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,62.85,SA2,266.02783:3388244 267.03118:398912 268.03454:0,,2356439.8,3388244.2,3019955.2,3296977.2,2799004.5,198697.53,163959.4,181883.44,252730.8,112968.37
1738,3.40_298.22,7342,298.2226,3.401,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,695.07,SA1,298.22263:54537540 299.22598:8371214 300.22934:688283,,54537540.0,5849656.5,14796554.0,18132258.0,6221787.0,22867024.0,13555168.0,13735776.0,9722795.0,25449984.0
1739,3.40_244.52,4465,244.5164,3.401,,,,,Unknown,[M+H]+,ion correlated with 18981; ion correlated with 5464; ion correlated with 19038,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,129.14,SA4,244.51643:2687048 245.51978:1483554 246.52314:0,,1908052.2,2656723.2,2636742.2,2687048.0,2617447.2,0.0,138467.95,0.0,0.0,113413.36
1740,3.40_201.05,2711,201.0508,3.401,,,"Match #249: 3.40_202.04 = [M+H+1] w/ R^2 = 0.175, dRT = 0.003, PHR = 3.484 +/- 0.624",3.483644619598386,w/o MS2:Camalexin; LC-ESI-QTOF; MS2; CE,[M+H]+,,0.4,False,,201.0481,C11H8N2S,Indoles,IYODIJVWGPRBGQ-UHFFFAOYSA-N,N1C=C(C2=NC=CS2)C2=CC=CC=C12,530,True,True,False,,False,False,,,96.4,,,,,31.96,SA2,201.0508:2196706 202.05415:6589594 203.05751:396796,,2103449.2,2196706.2,1455875.1,1829122.1,1681474.4,1173774.8,1725439.8,1996113.6,1711458.9,1847134.1
1741,3.40_130.16,861,130.1592,3.402,Match #108,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,262.39,SA2,130.15923:39709604 131.16258:3123354 132.16594:0,,38573544.0,39709604.0,31540122.0,32339238.0,33304840.0,26461068.0,24911254.0,35648564.0,26137574.0,29613070.0
1742,3.40_697.32,22694,697.3191,3.402,,,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,31.93,SA1,697.31909:855000 698.32244:0 699.3258:0,,854999.7,813145.5,524429.06,636975.6,467733.56,154977.72,140394.31,88909.8,0.0,0.0
1743,3.40_536.03,19038,536.0276,3.403,,,Match #1569,,Unknown,[M+H]+,ion correlated with 18981; ion correlated with 5464; ion correlated with 4465,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,94.15,SA2,536.02765:2760004 537.031:456609 538.03436:310838,,2539458.5,2760004.0,1927408.5,2707511.5,2543316.2,0.0,0.0,0.0,0.0,0.0
1744,3.40_499.19,17636,499.1887,3.403,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,52.79,SB3,499.18866:2195488 500.19201:492557 501.19537:0,,1368462.0,1401007.8,1393149.4,1191142.5,1256447.6,1760136.2,1491214.5,2195487.5,1831824.6,1967579.0
1745,3.40_203.62,2799,203.6209,3.403,Match #435,,"Match #257: 3.41_206.64 = [M+H+3] w/ R^2 = 0.469, dRT = 0.004, PHR = 0.149 +/- 0.019",0.1485159380976508,Unknown,[M+2H]2+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,765.46,SA2,203.62094:18181964 204.62429:366750 205.62765:0,,12276939.0,18181964.0,12661601.0,12261790.0,13162629.0,13350200.0,15233705.0,19976238.0,14997478.0,14700210.0
1746,3.40_265.03,5412,265.0304,3.403,,,"Match #485: 3.40_266.03 = [M+H+1] w/ R^2 = 0.981, dRT = 0.003, PHR = 1.020 +/- 0.431",1.0198199110466213,Unknown,[M+2H]2+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,29.77,SA5,265.03036:4296049 266.03371:2727409 267.03707:0,,3524075.5,4154893.5,3906064.5,4139451.0,4296049.0,159242.92,175763.53,161838.75,115239.97,113495.9
1747,3.40_154.09,1394,154.0865,3.404,,,,,w/o MS2:Dopamine; LC-ESI-QTOF; MS2; CE,[M+H]+,similar chromatogram in higher mz_2388; similar chromatogram in higher mz_2472; similar chromatogram in higher mz_11978,1.0,False,,154.08626,C8H11NO2,Catecholamines and derivatives,VYFYYTLLBUKUHU-UHFFFAOYSA-N,NCCC1=CC(O)=C(O)C=C1,530,True,True,False,,False,False,,,100.0,,,,,165.16,SB3,154.08655:7679610 155.0899:0 156.09326:0,,5493435.5,7392624.5,6553228.0,5942028.0,6893645.0,6355300.0,7136745.5,7679610.5,7513764.5,7395692.5
1748,3.40_227.18,3722,227.1761,3.404,Match #602: Possible duplicate of 3.46_227.18 (0.0%),,,,Unknown,[M+H]+,adduct linked to 4660_[M+Na]+,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,30.28,SB3,227.17606:27158292 228.17941:4067618 229.18277:0,,16848650.0,23538118.0,21420546.0,18317044.0,27153084.0,20870450.0,22576352.0,27158292.0,24017416.0,25845546.0
1749,3.40_190.09,2376,190.0872,3.404,,,,,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,30.76,SA5,190.08722:2112234 191.09057:116730672 192.09393:6363256,,1840974.6,1322119.5,1024023.2,1818086.9,2112233.5,1662444.8,1466215.0,2074446.4,1740038.9,1756309.6
1750,3.40_380.18,11842,380.1771,3.404,,,,,C25H21N3O,[M+H]+,adduct linked to 12695_[M+NH4]+,1.0,False,3.4,380.17639,,,,,annotated by user-defined text library,True,True,False,,False,False,,,99.4,99.0,,,,665.87,SB5,380.17709:24346798 381.18044:6552228 382.1838:16217558,,16639133.0,17896030.0,16078893.0,16634078.0,16211416.0,16897892.0,18152524.0,19704524.0,21183774.0,24346798.0
1751,3.40_253.17,4838,253.1652,3.404,,,,,Unknown,[M+H]+,ion correlated with 5689; ion correlated with 5993; adduct linked to 5689_[M+NH4]+; adduct linked to 5993_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,268.7,SA1,253.16525:24074348 254.1686:2542513 255.17196:0,,24074348.0,2052440.8,6692889.0,7956510.5,2807400.0,9949803.0,6220583.0,5614335.5,5027523.5,12016517.0
1752,3.40_174.11,1936,174.1126,3.404,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,45.35,SA1,174.11261:4237438 175.11596:0 176.11932:0,,4237438.5,1767067.1,1830264.4,2606932.0,1914144.9,2285304.8,1336064.0,2039299.1,2012287.4,2859130.8
1753,3.40_183.10,2172,183.1043,3.404,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,12.82,SB5,183.10428:3591556 184.10763:0 185.11099:0,,2787729.0,2998395.8,2852456.5,2389917.5,2682291.8,2763752.0,2360276.5,3388356.5,2743518.0,3591555.5
1754,3.40_275.15,5993,275.1468,3.404,,,,,w/o MS2:Ormetoprim; LC-ESI-QTOF; MS2; CE,[M+Na]+,ion correlated with 4838; adduct linked to 4838_[M+H]+,1.0,False,,275.15024,C14H18N4O2,Dimethoxybenzenes,KEEYRKYKLYARHO-UHFFFAOYSA-N,COC1=C(OC)C=C(CC2=CNC(=N)NC2=N)C(C)=C1,530,True,True,False,,False,False,,,94.1,,,,,332.99,SA1,275.14676:19693248 276.15011:1796586 277.15347:0,,19693248.0,1904179.4,4776616.5,5847087.0,2156939.0,8200425.5,4632999.0,5850371.0,3811078.2,11463427.0
1755,3.40_270.19,5689,270.1908,3.404,,,,,Unknown,[M+NH4]+,ion correlated with 4838; adduct linked to 4838_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,229.52,SA1,270.19083:29319256 271.19418:3652762 272.19754:0,,29319256.0,2569319.8,7596942.0,9686933.0,3257110.2,11672613.0,7603295.0,6247084.0,6088049.0,15212263.0
1756,3.40_215.64,3189,215.6444,3.405,,,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,117.97,SB3,215.64442:1648120 216.64777:0 217.65113:0,,170345.17,1535639.6,1305257.8,1003643.8,1342591.1,1020175.94,1062694.6,1648120.4,1515585.5,1541442.9
1757,3.40_229.60,3841,229.5989,3.405,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,93.79,SA5,229.59894:2395870 230.60229:0 231.60565:0,,1861148.6,1948862.1,1823442.6,1916569.8,2395869.8,2166301.0,1886879.9,2091237.0,2129427.5,2330959.5
1758,3.41_352.11,10328,352.1136,3.406,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,60.99,SA3,352.11362:3169439 353.11697:0 354.12033:0,,1140647.6,3583944.2,3169439.2,2918661.0,628066.56,2932243.5,3184635.5,3516720.2,3170516.0,3940326.8
1759,3.41_190.59,2388,190.5915,3.406,,,,,Unknown,[M+2H]2+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,32923.18,SB3,190.59149:529516800 191.59484:22842442 192.5982:0,,466099140.0,478661020.0,445944320.0,447030240.0,451162660.0,457246720.0,459100600.0,529516800.0,497875300.0,526934980.0
1760,3.41_327.15,8974,327.1456,3.407,,,"Match #776: 3.40_328.16 = [M+H+1] w/ R^2 = 0.664, dRT = 0.012, PHR = 4.903 +/- 0.227",4.902691220973278,Unknown,[M+Na]+,adduct linked to 1363_[M+H]2+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,1096.79,SB3,327.14563:37850980 328.14898:105560592 329.15234:25413442,,33117028.0,36595920.0,31641474.0,31510700.0,31383014.0,32215400.0,31264850.0,37850980.0,36565404.0,36337712.0
1761,3.41_309.56,7979,309.5621,3.407,,,,,Unknown,[M+2H]2+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,34.7,SB3,309.56213:952500 310.56548:0 311.56884:0,,532477.9,645920.0,647174.5,335338.34,881746.44,704205.2,327561.75,952500.0,682606.5,935473.94
1762,3.41_206.64,2884,206.6389,3.407,,,Match #257,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,192.53,SB3,206.63887:2712088 207.64222:0 208.64558:0,,1807572.0,2136884.8,1580424.8,1729591.2,2395028.8,1978434.9,2598016.8,2712088.0,2403706.8,2319505.8
1763,3.41_412.27,13455,412.2712,3.408,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,40.18,SB3,412.27124:2302898 413.27459:0 414.27795:0,,1117063.6,1610239.5,1535427.9,1436185.2,1489371.2,1672500.5,1802001.1,2302898.0,1645525.0,1651251.0
1764,3.41_309.06,7926,309.0614,3.408,,,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,22.34,SB2,309.06137:803513 310.06472:228529 311.06808:0,,416058.22,594822.56,418021.94,443497.12,598149.8,653904.06,803513.3,515004.47,444743.47,700813.8
1765,3.41_211.10,3016,211.1047,3.408,,,,,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,23.98,SB3,211.10471:1257985 212.10806:0 213.11142:0,,544797.8,578852.1,666352.9,824863.7,888246.6,1150767.4,1227975.4,1257985.1,1148567.5,1252861.9
1766,3.41_388.25,12241,388.2543,3.410,Match #1880: Possible duplicate of 3.49_388.25 (0.0%),,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,43.16,SA2,388.25427:15222871 389.25762:3537362 390.26098:0,,4076004.8,15222871.0,3085682.8,2998901.2,3332102.8,3628689.5,3575315.8,4387834.5,3172573.0,3233714.5
1767,3.41_312.18,8157,312.1758,3.410,Match #1322: Possible duplicate of 3.47_312.18 (0.0%),,"Match #710: 3.39_315.19 = [M+H+3] w/ R^2 = 0.247, dRT = 0.018, PHR = 0.092 +/- 0.015",0.0918174170732593,Unknown,[M+H]+,adduct linked to 9106_[M+NH4]+,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,175.13,SB5,312.17581:6400886 313.17916:95639144 314.18252:15672761,,5336170.0,5779381.5,4958332.5,4763804.5,5686837.0,5480406.5,5084012.0,5675283.5,6045203.0,6400885.5
1768,3.41_371.10,11379,371.1026,3.411,Match #1763,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,36.36,SA2,371.1026:1216114 372.10595:0 373.10931:0,,704089.0,1216114.1,815915.94,913981.56,845888.3,551059.3,1181326.1,933984.5,1149089.6,891731.1
1769,3.41_287.22,6722,287.2178,3.411,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,100.08,SB3,287.21777:1672525 288.22112:0 289.22448:0,,1582487.6,1507066.2,1313309.1,1178514.5,1350157.9,1415252.4,1494478.4,1672525.4,1384833.5,1329449.4
1770,3.41_287.13,6701,287.1295,3.411,,,,,C18H14N4,[M+H]+,,1.0,False,3.41,287.12939,,,,,annotated by user-defined text library,True,True,False,,False,False,,,99.5,98.9,,,,17572.54,SB3,287.12949:556092800 288.13284:106973576 289.1362:9365186,,456087780.0,479092540.0,458627740.0,441907580.0,470574200.0,445706900.0,446459260.0,556092800.0,467275520.0,457481100.0
1771,3.41_350.12,10251,350.1172,3.412,,,,,w/o MS2:Ampicillin; LC-ESI-QTOF; MS2; CE,[M+Na]+,adduct linked to 9030_[M+H]+,1.0,False,,350.11691,C16H19N3O4S,Penicillins,AVKUERGKIZMTKX-UHFFFAOYNA-N,CC1(C)SC2C(N=C(O)C(N)C3=CC=CC=C3)C(=O)N2C1C(O)=O,530,True,True,False,,False,False,,,100.0,,,,,2323.24,SB3,350.11719:85708952 351.12054:14650256 352.1239:3833227,,75466650.0,78906040.0,69498864.0,71410640.0,72175440.0,70390570.0,70959130.0,85708950.0,75068130.0,81981290.0
1772,3.41_462.21,15887,462.2062,3.412,Match #2339,,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,85.5,SA2,462.20624:3718991 463.20959:1040962 464.21295:54198,,3328434.0,3718990.8,3221365.8,3298980.5,3465336.2,3354669.0,3485731.0,3660277.0,3385074.8,3668721.2
1773,3.41_428.13,14199,428.1303,3.413,Match #2123,,,,Unknown,[M+NH4]+,adduct linked to 13389_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,129.4,SA1,428.13034:4797362 429.13369:596073 430.13705:0,,4797362.5,3837202.2,4003189.8,4323601.5,4068445.5,4269684.5,4451372.0,4408930.0,4392448.5,4750232.0
1774,3.41_144.07,1170,144.0686,3.413,,,,,Unknown,[M+2H]2+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,180.66,SB3,144.06859:12095259 145.07194:174438 146.0753:318513,,6345205.0,8182360.5,7249503.5,6589297.0,7389691.5,6638533.5,7392709.0,12095259.0,9276374.0,10430713.0
1775,3.41_657.43,22077,657.4316,3.413,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,372.51,SB5,657.43164:6728456 658.43499:2634099 659.43835:0,,5356555.0,5937644.0,4938888.0,5238115.0,5457086.5,5450532.0,5257548.5,6561044.0,6190369.5,6728456.0
1776,3.41_329.11,9093,329.1075,3.413,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,44.12,SB5,329.10751:2760220 330.11086:356804 331.11422:0,,2663365.0,2368189.8,2233237.2,2067385.2,2293036.0,2145128.0,2215267.5,2537001.5,2261119.2,2760220.5
1777,3.41_106.07,190,106.0655,3.413,,,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,8.35,SB5,106.06546:843252 107.06881:0 108.07217:0,,782565.25,804999.8,463686.56,380019.06,699974.25,571814.6,634479.1,821865.44,441400.4,843251.9
1778,3.41_329.22,9106,329.2197,3.414,,,,,C15H28N4O4,[M+NH4]+,adduct linked to 8157_[M+H]+,1.0,False,3.41,329.21881,,,,,annotated by user-defined text library,True,True,False,,False,False,,,99.8,99.9,,,,11939.73,SB5,329.21967:771176640 330.22302:128206640 331.22638:11837374,,756073800.0,753492600.0,677499460.0,689021000.0,689404300.0,664902100.0,688990600.0,769981060.0,711068900.0,771176640.0
1779,3.42_173.51,1916,173.5096,3.415,,,,,Unknown,[M+H]+,,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,9.85,SB2,173.50963:1946931 174.51298:0 175.51634:0,,0.0,1385448.4,1423582.0,1156640.4,1738368.1,1111066.8,1946931.0,1290390.2,762300.3,411296.12
1780,3.42_370.17,11306,370.1664,3.415,,,,,C22H19N5O,[M+H]+,,1.0,False,3.42,370.16699,,,,,annotated by user-defined text library,True,True,False,,False,False,,,99.4,99.1,,,,2083.38,SA2,370.16635:175896128 371.1697:43757732 372.17306:4963756,,150382820.0,175896130.0,156662980.0,150646460.0,156550300.0,147507120.0,147246220.0,169189860.0,146436220.0,138844080.0
1781,3.42_698.38,22705,698.3775,3.416,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,47.69,SA2,698.3775:1183613 699.38085:0 700.38421:0,,547807.1,1183612.8,905943.94,597889.75,878750.8,698964.56,786411.4,780157.3,409676.97,393473.25
1782,3.42_256.02,4956,256.0216,3.416,,,,,w/o MS2:Sulfathiazole; LC-ESI-ITFT; MS2; CE,[M+H]+,ion correlated with 8614; ion correlated with 8583; ion correlated with 2106,0.5,False,,256.0209,C9H9N3O2S2,Aminobenzenesulfonamides,JNMRHUJNCSQMMB-UHFFFAOYSA-N,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,530,True,True,False,,False,False,,,99.8,,,,,97.42,SB3,256.02158:2788782 257.02493:0 258.02829:211063,,147939.08,122572.34,275720.53,372884.78,214582.27,2157449.5,2231072.2,2788781.5,2139259.2,2139641.2
